etymID,initial forms,result, gold
766,#n̪ˈuːbɑm#,#n̪yː#,#n̪y#
767,#n̪ˈuːd̪ɑm#,#n̪yː#,#n̪y#
768,#n̪ˈuːd̪um#,#n̪yː#,#n̪y#
769,#n̪ˈukem#,#n̪ø#,#n̪wa#
770,#n̪ˈuːllɑm#,#n̪yww#,#n̪yl#
771,#n̪ˈuːllɑːs#,#n̪yww#,#n̪yl#
772,#n̪ˈuːlloːs#,#n̪yw#,#n̪y#
773,#n̪ˈuːllum#,#n̪yww#,#n̪yl#
774,#n̪ˈumerum#,#n̪œ̃ːʀ#,#n̪ɔ̃bʁ#
775,#n̪ˌut̪rˈiːkiɑ#,#n̪uʀi#,#n̪uʁis#
776,#n̪ˌut̪rˈiːt̪iˈoːn̪em#,#n̪uʀiːzʲœ̃ː#,#n̪uʁisɔ̃#
777,#ˌossifrˈɑɡɑm#,#uːfʀiwj#,#ɔʁfʁɛ#
778,#ˈossum#,#ɔ#,#ɔs#
779,#ˈost̪reɑ#,#oːt̪jʀ#,#ɥit̪ʁ#
780,#ˈokt̪oː#,#ywj#,#ɥit̪#
781,#ˈokuloːs#,#ye̯w#,#jø#
782,#ˈokulum#,#ye̯j#,#œj#
783,#ˈoperɑ#,#ye̯pʀ#,#œvʁ#
784,#ˌoperˈɑːrium#,#əwʀiwjʀ#,#uvʁije#
785,#ˈoːrd̪in̪em#,#uʀn̪#,#ɔʁd̪ʁ#
786,#ˈorn̪ɑːmˈen̪t̪um#,#ɔʀn̪əmɑ̃ː#,#ɔʁn̪əmɑ̃#
787,#ˌowˈikulɑm#,#uvwaj#,#wɑj#
788,#ˈowum#,#ye̯#,#œf#
789,#pˌɑːɡˈɑːn̪um#,#pajjɛ̃ː#,#pajɛ̃#
790,#pˌɑːɡˈeːn̪sem#,#pɛ#,#pɛi#
791,#pˈɑːkem#,#pjɛ#,#pɛ#
792,#pˈɑːlɑm#,#pjøː#,#pɛl#
793,#pˈɑːloːs#,#pjø#,#pjø#
794,#pˈɑːlum#,#pjø#,#pjø#
795,#pˌɑlˈɑːt̪ium#,#poːjɛ#,#palɛ#
796,#pˈɑleɑm#,#pjɛj#,#pɑj#
797,#pˌɑleˈɑːrium#,#pajiwjʀ#,#pɑje#
798,#pˈɑlmɑm#,#poːm#,#pom#
799,#pˌɑlpˈet̪rɑm#,#poːpjaʀ#,#popjɛʁ#
800,#pˈɑːn̪em#,#pjɛ̃ː#,#pɛ̃#
801,#pˌɑːn̪ˈɑːrium#,#pan̪iwjʀ#,#pan̪je#
802,#pˌɑn̪n̪ˈellum#,#pan̪oːw#,#pan̪o#
803,#pˈɑn̪n̪um#,#pɑ̃ː#,#pɑ̃#
804,#pˈɑn̪t̪ikem#,#pɑ̃ː#,#pɑ̃s#
805,#pˌɑːpiliˈoːn̪em#,#poːjœ̃ː#,#pavijɔ̃#
806,#pˈɑːr#,#pjaʀ#,#pɛʁ#
807,#pˌɑrˈɑbolɑm#,#paʀjøː#,#paʁɔl#
808,#pˌɑrɑwerˈeːd̪um#,#paʀəwʀe#,#paləfʁwa#
809,#pˈɑrem#,#pjaʀ#,#pɛʁ#
810,#pˌɑrˈen̪t̪em#,#paʀɑ̃ː#,#paʁɑ̃#
811,#pˌɑren̪t̪ˈɑːt̪um#,#paʀt̪jɛ#,#paʁɑ̃t̪e#
812,#pˈɑriɑ#,#piwjʀ#,#pɛʁ#
813,#pˌɑriˈeːt̪em#,#paʀe#,#paʁwa#
814,#pˌɑrˈikulɑm#,#paʀwaj#,#paʁej#
815,#pˌɑrˈikulum#,#paʀɛj#,#paʁej#
816,#pˌɑrˈiːsium#,#paʀi#,#paʁi#
817,#pˈɑrt̪em#,#par̥#,#paʁ#
818,#pˈɑrt̪eːs#,#par̥#,#paʁ#
819,#pˌɑrt̪ikˈellɑm#,#par̥zʲoːw#,#paʁsɛl#
820,#pˈɑssum#,#pa#,#pɑ#
821,#pˈɑst̪ɑm#,#pɑːt̪#,#pɑt̪#
822,#pˈɑːst̪or#,#pɑːʀ#,#pɑt̪ʁ#
823,#pˌɑt̪ˈellɑm#,#paoːw#,#pwal#
824,#pˌɑt̪rˈɑst̪rum#,#paʀɑːʀ#,#paʁɑt̪ʁ#
825,#pˈɑt̪rem#,#pjaʀ#,#pɛʁ#
826,#pˌɑt̪rˈiːn̪um#,#paʀɛ̃ː#,#paʁɛ̃#
827,#pˈɑwlum#,#puw#,#pɔl#
828,#pˌɑːwˈoːn̪em#,#pœ̃ː#,#pɑ̃#
829,#pˌɑːwˈoːrem#,#puːʀ#,#pœʁ#
830,#pˈɑwper#,#pupʀ#,#povʁ#
831,#pˈed̪em#,#pje#,#pje#
832,#pˈed̪eːs#,#pjɛ#,#pje#
833,#pˈeːd̪ikɑ#,#pɛ#,#pjɛʒ#
834,#pˈeːd̪ikum#,#pɛk#,#pjɛʒ#
835,#pˌed̪it̪ˈɑːliɑ#,#pət̪jɛj#,#pjɛt̪aj#
836,#pˈeːd̪it̪um#,#pɛ#,#pɛ#
837,#pˌed̪ˈoːn̪em#,#pœ̃ː#,#pjɔ̃#
838,#pˌed̪ˈukuloːs#,#puːw#,#pu#
839,#pˈejor#,#pjaʀ#,#piʁ#
840,#pˈejus#,#pjɛ#,#pi#
841,#pˈekt̪in̪em#,#piwjʀn̪#,#pɛɲ#
842,#pˈekt̪us#,#piwj#,#pi#
843,#pˈellem#,#poːw#,#po#
844,#pˈelleːs#,#poː#,#po#
845,#pˈen̪d̪it̪ɑm#,#pɑ̃ːt̪#,#pɑ̃t̪#
846,#pˌeːn̪ikˈellum#,#pɑ̃ːzʲoːw#,#pɛ̃so#
847,#pˈeːn̪silem#,#pwaw#,#pwal#
848,#pˈeːn̪sum#,#pwa#,#pwa#
849,#pˌer#,#pʀ#,#paʁ#
850,#pˌerd̪ˈiːkem#,#paʀd̪i#,#pɛʁd̪ʁi#
851,#pˈerd̪it̪ɑm#,#paʀt̪#,#pɛʁt̪#
852,#pˌereɡrˈiːn̪um#,#pʀwjʀɛ̃ː#,#pɛlʁɛ̃#
853,#pˌerkɑmˈiːn̪um#,#paʀmɛ̃ː#,#paʁʃəmɛ̃#
854,#pˌerˈiːkulum#,#pʀi#,#peʁil#
855,#pˈerkɑm#,#paʀ#,#pɛʁʃ#
856,#pˈern̪ulɑm#,#paʀn̪w#,#pɛʁl#
857,#pˌerpet̪ˈɑːn̪eum#,#paʀt̪jɛ̃ː#,#paʁpɛ̃#
858,#pˈersɑm#,#pɛːs#,#pɛʁs#
859,#pˈersikɑm#,#pɛː#,#pɛʃ#
860,#pˌersˈoːn̪ɑm#,#psyːn̪#,#pɛʁsɔn̪#
861,#pˈersum#,#pɛ#,#pɛʁ#
862,#pˈert̪ikɑm#,#pɛr̥#,#pɛʁʃ#
863,#pˌert̪ˈuːsium#,#pr̥t̪ɥi#,#pɛʁt̪ɥi#
864,#pˌerwˈin̪kɑm#,#paʀvɑ̃ː#,#pɛʁvɑ̃ʃ#
865,#pˈessimum#,#pɛ̃ː#,#pɛm#
866,#pˈet̪rɑm#,#pjaʀ#,#pjɛʁ#
867,#pˈet̪rum#,#pjaʀ#,#pjɛʁ#
868,#pˈet̪t̪iɑm#,#pjɛ#,#pjɛs#
869,#pˈiːɑm#,#piː#,#pi#
870,#pˌiet̪ˈɑːt̪em#,#pjɛ#,#pit̪je#
871,#pˌiɡrˈit̪iɑm#,#pʀwa#,#paʁɛs#
872,#pˈiːlɑm#,#piː#,#pil#
873,#pˌilˈot̪t̪ɑm#,#pwɔt̪#,#pəlɔt̪#
874,#pˈiːkɑm#,#piː#,#pi#
875,#pˈikem#,#pwa#,#pwa#
876,#pˌikt̪ˈɑːn̪eːs#,#pɛːt̪jɛ̃ː#,#pwat̪je#
877,#pˌikt̪ˈɑːwum#,#pɛːt̪u#,#pwat̪u#
878,#pˌikt̪orˈiːn̪ɑm#,#pəjʀiːn̪#,#pwat̪ʁin̪#
879,#pˌiːn̪kiˈoːn̪em#,#pɛ̃ːsœ̃ː#,#pɛ̃sɔ̃#
880,#pˈin̪kt̪or#,#pɛ̃ːʀ#,#pɛ̃t̪ʁ#
881,#pˈin̪n̪ɑm#,#pɑ̃n̪#,#pan̪#
882,#pˈiːn̪um#,#pɛ̃ː#,#pɛ̃#
883,#pˈiperɑ#,#pwawʀ#,#pwavʁ#
884,#pˌiːpiˈoːn̪em#,#piʃœ̃ː#,#piʒɔ̃#
885,#pˈirɑm#,#pwaʀ#,#pwaʁ#
886,#pˌiskɑːt̪ˈoːrem#,#puːʀ#,#pɛʃœʁ#
887,#pˌiskiˈoːn̪em#,#pəjsœ̃ː#,#pwasɔ̃#
888,#pˌist̪rˈiːn̪um#,#p?ʀɛ̃ː#,#pet̪ʁɛ̃#
889,#pˈisum#,#pwa#,#pwa#
890,#pˌit̪t̪ˈiːt̪um#,#pt̪i#,#pət̪i#
891,#pˈius#,#pwa#,#pjø#
892,#plˈɑːɡɑm#,#pwiwj#,#plɛ#
893,#plˌɑkˈeːre#,#pwazʲiʀ#,#pleziʁ#
894,#plˈɑkit̪um#,#pwɛː#,#plɛ#
895,#plˈɑːn̪um#,#pwjɛ̃ː#,#plɛ̃#
896,#plˈɑn̪ɡere#,#pwɛ̃ːj̃ʀ#,#plɛ̃d̪ʁ#
897,#plˈɑn̪t̪ɑm#,#pwɑ̃ːt̪#,#plɑ̃t̪#
898,#plˌɑn̪t̪ˈɑːɡin̪em#,#pwɑ̃ːt̪jɛ̃ː#,#plɑ̃t̪ɛ̃#
899,#plˌɑn̪t̪iˈoːn̪em#,#pwɑ̃ːsœ̃ː#,#plɑ̃sɔ̃#
900,#plˈɑt̪t̪ɑm#,#pwat̪#,#plat̪#
901,#plˈɑt̪t̪ɑːs#,#pwat̪#,#plat̪#
902,#plˈɑt̪t̪oːs#,#pwa#,#pla#
903,#plˈɑt̪t̪um#,#pwa#,#pla#
904,#plˈɑt̪t̪eɑm#,#pwa#,#plas#
905,#plˈebium#,#pwa#,#plɛʒ#
906,#plˈeːn̪ɑm#,#pwɛ̃j̃n̪#,#plɛn̪#
907,#plˌeːn̪ˈɑːriɑm#,#pwan̪iwjʀ#,#plen̪jɛʁ#
908,#plˌeːn̪ˈɑːrium#,#pwan̪iwjʀ#,#plen̪je#
909,#plˈeːn̪um#,#pwɛ̃ːj̃#,#plɛ̃#
910,#plˈikɑt̪#,#piː#,#plwa#
911,#plˈowiɑm#,#pwye̯#,#plɥi#
912,#plˈuːmɑm#,#pwyːm#,#plym#
913,#plˌumbikˈɑːre#,#pwœ̃ːʝjaʀ#,#plɔ̃ʒe#
914,#plˌumbiˈoːn̪em#,#pwœ̃ːʒœ̃ː#,#plɔ̃ʒɔ̃#
915,#plˈumbum#,#pwœ̃ː#,#plɔ̃#
916,#plˈuːs#,#pwyː#,#ply#
917,#plˌuːsiˈoːreːs#,#pwisuʀ#,#plyzjœʁ#
918,#pˈod̪ium#,#pye̯#,#pɥi#
919,#pˈoe̯n̪ɑm#,#pɛn̪#,#pɛn̪#
920,#pˈollikem#,#pye̯w#,#pus#
921,#pˈoːmɑm#,#pyːm#,#pɔm#
922,#pˈon̪ere#,#pœ̃ːʀ#,#pɔ̃d̪ʁ#
923,#pˈoːn̪t̪em#,#pœ̃ː#,#pɔ̃#
924,#pˈorkoːs#,#pɔʀ#,#pɔʁ#
925,#pˈorkum#,#pɔʀ#,#pɔʁ#
926,#pˈort̪ɑm#,#pɔr̥t̪#,#pɔʁt̪#
927,#pˌort̪ˈɑːre#,#pur̥t̪jaʀ#,#pɔʁt̪e#
928,#pˈort̪ɑt̪#,#pɔr̥t̪#,#pɔʁt̪#
929,#pˌort̪ɑt̪ˈoːrem#,#pur̥t̪uːʀ#,#pɔʁt̪œʁ#
930,#pˈort̪ikum#,#pɔr̥#,#pɔʁʃ#
931,#pˌost̪ˈellum#,#puːt̪oːw#,#pot̪o#
932,#pˌoːt̪iˈoːn̪em#,#pzʲœ̃ː#,#pwazɔ̃#
933,#pˈost̪ium#,#pywj#,#pɥi#
934,#pˈot̪et̪#,#pye̯#,#pø#
935,#prˌɑe̯#,#pʀe#,#pʁe#
936,#prˌɑe̯d̪ikˈɑːre#,#pʀəʝjaʀ#,#pʁɛʃe#
937,#prˌɑe̯d̪ikɑːt̪ˈoːrem#,#pʀuːʀ#,#pʁɛʃœʁ#
938,#prˌɑe̯pˈosit̪um#,#pʀəvoː#,#pʁevo#
939,#prˈɑe̯st̪ɑm#,#pʀɛːt̪#,#pʁɛt̪#
940,#prˌɑe̯st̪ˈɑːre#,#pʀ?t̪jaʀ#,#pʁɛt̪e#
941,#prˈɑe̯st̪um#,#pʀɛː#,#pʁɛ#
942,#prˈɑːt̪um#,#pʀjɛ#,#pʁe#
943,#prˌehˈen̪d̪ere#,#pʀɑ̃ːʀ#,#pʁɑ̃d̪ʁ#
944,#prˌehen̪siˈoːn̪em#,#pʀəjsœ̃ː#,#pʁizɔ̃#
945,#prˈesbyt̪er#,#pʀɛːʀ#,#pʁɛt̪ʁ#
946,#prˈessɑ#,#pʀɛːs#,#pʁɛs#
947,#prˈesse#,#pʀɛ#,#pʁɛ#
948,#prˌessˈɑːre#,#pʀasjaʀ#,#pʁɛse#
949,#prˈet̪ium#,#pʀjɛ#,#pʁi#
950,#prˈiːmɑm#,#pʀiːm#,#pʁim#
951,#prˌimˈɑːriɑm#,#pʀamiwjʀ#,#pʁəmjɛʁ#
952,#prˌimˈɑːrium#,#pʀamiwjʀ#,#pʁəmje#
953,#prˌiːwˈɑːt̪um#,#pʀivjɛ#,#pʁive#
954,#prˈoːd̪e#,#pʀø#,#pʁu#
955,#prˈoːd̪is#,#pʀu#,#pʁø#
956,#prˌopeˈɑːn̪um#,#pʀuʃjɛ̃ː#,#pʁɔʃɛ̃#
957,#prˈoːt̪irum#,#pʀøʀ#,#pʁon̪#
958,#prˈuːn̪ɑm#,#pʀyːn̪#,#pʁyn̪#
959,#pˈuɡn̪oːs#,#pœ̃jn̪#,#pwɛ̃#
960,#pˈuɡn̪um#,#pœ̃ːjn̪#,#pwɛ̃#
961,#pˈuliɑm#,#pøj#,#puj#
962,#pˈuːlikem#,#pyːw#,#pys#
963,#pˌuːlikˈellɑm#,#pywzʲoːw#,#pysɛl#
964,#pˈullɑm#,#puww#,#pul#
965,#pˌullˈɑːmen̪#,#puwwjɛ̃ː#,#pulɛ̃#
966,#pˌullikˈeːn̪um#,#puwzʲɛ̃ː#,#pusɛ̃#
967,#pˌulmˈoːn̪em#,#puwmœ̃ː#,#pumɔ̃#
968,#pˌulsˈɑːre#,#puwsjaʀ#,#puse#
969,#pˈulwerem#,#puwʀ#,#pud̪ʁ#
970,#pˈuːmikem#,#pœ̃ː#,#pɔ̃s#
971,#pˈun̪ɡere#,#pœ̃jn̪ʀ#,#pwɛ̃d̪ʁ#
972,#pˈun̪kt̪ɑm#,#pœ̃jn̪#,#pwɛ̃t̪#
973,#pˌun̪kt̪iˈoːn̪em#,#pœ̃ːsœ̃ː#,#pwɛ̃sɔ̃#
974,#pˈun̪kt̪um#,#pœ̃jn̪#,#pwɛ̃#
975,#pˌun̪kt̪ˈuːrɑm#,#pœ̃jn̪t̪yːʀ#,#pwɛ̃t̪yʁ#
976,#pˈuːrɑm#,#pyːʀ#,#pyʁ#
977,#pˌuːrɡˈɑːre#,#pyʀʒjaʀ#,#pyʁʒe#
978,#pˈuːrum#,#pyːʀ#,#pyʁ#
979,#pˈurppurɑm#,#puʀpʀ#,#puʁpʁ#
980,#pˌuppˈɑːt̪ɑm#,#pupjɛt̪#,#pupe#
981,#pˈut̪t̪um#,#pu#,#po#
982,#rˈɑbiɑm#,#ʀa#,#ʁaʒ#
983,#rˌɑd̪iːkˈiːn̪ɑm#,#ʀazʲiːn̪#,#ʁasin̪#
984,#rˈɑd̪ium#,#ʀu#,#ʁɛ#
985,#rˌɑkˈeːmum#,#ʀazʲɛ̃ː#,#ʁɛzɛ̃#
986,#rˌɑmˈellum#,#ʀamoːw#,#ʁamo#
987,#rˈɑːn̪ɑm#,#ʀjɛn̪#,#ʁɛn̪#
988,#rˌɑn̪kˈoːrem#,#ʀɑ̃ːkuʀ#,#ʁɑ̃kœʁ#
989,#rˈɑpid̪um#,#ʀa#,#ʁad̪#
990,#rˌɑskulˈɑːre#,#ʀajwjaʀ#,#ʁɑle#
991,#rˌɑst̪ˈellum#,#ʀɑːt̪oːw#,#ʁɑt̪o#
992,#rˌɑt̪iˈoːn̪em#,#ʀazʲœ̃ː#,#ʁɛzɔ̃#
993,#rˈɑːsum#,#ʀjɛ#,#ʁe#
994,#rˌed̪ˌempt̪iˈoːn̪em#,#ʀɑ̃ːsœ̃ː#,#ʁɑ̃sɔ̃#
995,#rˌeːɡˈɑːlem#,#ʀajjø#,#ʁwajal#
996,#rˌeːɡˈɑːleːs#,#ʀajjø#,#ʁwajo#
997,#rˈeːɡem#,#ʀwa#,#ʁwa#
998,#rˈem#,#ʀjɛ̃ː#,#ʁjɛ̃#
999,#rˈen̪d̪it̪ɑm#,#ʀɑ̃ːt̪#,#ʁɑ̃t̪#
1000,#rˈeːn̪em#,#ʀɛ̃ː#,#ʁɛ̃#
1001,#rˈeːt̪eːs#,#ʀɛ#,#ʁɛ#
1002,#rˈet̪in̪ɑm#,#ʀjaʀn̪#,#ʁɛn̪#
1003,#rˌet̪ˈun̪d̪ɑm#,#ʀœ̃ːd̪#,#ʁɔ̃d̪#
1004,#rˌet̪ˈun̪d̪um#,#ʀœ̃ː#,#ʁɔ̃#
1005,#rˈiːd̪ere#,#ʀiːʀ#,#ʁiʁ#
1006,#rˈikɑm#,#ʀujj#,#ʁɛ#
1007,#rˈiɡid̪ɑm#,#ʀɛd̪#,#ʁɛd̪#
1008,#rˈiːpɑm#,#ʀiːv#,#ʁiv#
1009,#rˌiːpˈɑːriɑm#,#ʀiviwjʀ#,#ʁivjɛʁ#
1010,#rˈiːsum#,#ʀiː#,#ʁi#
1011,#rˌoːbˈiːkulɑm#,#ʀuviː#,#ʁuj#
1012,#rˈokkɑm#,#ʀɔk#,#ʁoʃ#
1013,#rˈot̪un̪um#,#ʀye̯ʀn̪#,#ʁon̪#
1014,#rˈubeum#,#ʀɔ#,#ʁuʒ#
1015,#rˈuːɡɑm#,#ʀyː#,#ʁy#
1016,#rˈumikem#,#ʀœ̃ː#,#ʁɔ̃s#
1017,#rˌuːmˈoːrem#,#ʀymuʀ#,#ʁymœʁ#
1018,#rˈumpere#,#ʀœ̃ːpʀ#,#ʁɔ̃pʁ#
1019,#rˈupt̪ɑ#,#ʀɔt̪#,#ʁut̪#
1020,#rˈupt̪um#,#ʀɔ#,#ʁo#
1021,#rˈuːskɑm#,#ʀyː#,#ʁyʃ#
1022,#rˌuːskˈellum#,#ʀisoːw#,#ʁɥiso#
1023,#rˈussɑm#,#ʀus#,#ʁus#
1024,#rˈussum#,#ʀu#,#ʁu#
1025,#rˌut̪ˈɑːbulum#,#ʀwajɛbw#,#ʁɑbl#
1026,#rˈuːt̪ɑm#,#ʀyː#,#ʁy#
1027,#rˌuːt̪ˈɑːre#,#ʀjaʀ#,#ʁɥe#
1028,#sˌɑbiːn̪iˈɑːkum#,#sɔːɲu#,#saviɲi#
1029,#sˈɑbulum#,#sjɛbw#,#sabl#
1030,#sˈɑɡmɑm#,#sɔ̃m#,#sɔm#
1031,#sˌɑɡmˈɑːrium#,#sɔmiwjʀ#,#sɔmje#
1032,#sˈɑkkum#,#sak#,#sak#
1033,#sˌɑkrɑmˈen̪t̪um#,#sɛːʀmɑ̃ː#,#sɛʁmɑ̃#
1034,#sˈɑlem#,#sjø#,#sɛl#
1035,#sˌɑlin̪ˈɑːrium#,#soːn̪iwjʀ#,#son̪je#
1036,#sˌɑlmˈɑst̪er#,#soːmɑːʀ#,#somɑt̪ʁ#
1037,#sˌɑlmˈoːn̪em#,#soːmœ̃ː#,#somɔ̃#
1038,#sˈɑlsɑm#,#soːs#,#sos#
1039,#sˌɑlsˈiːkiɑm#,#soːsi#,#sosis#
1040,#sˌɑlt̪ˈɑːre#,#soːt̪jaʀ#,#sot̪e#
1041,#sˌɑlt̪uˈɑːrium#,#soːt̪iwjʀ#,#sot̪je#
1042,#sˌɑlˈuːt̪em#,#soːy#,#saly#
1043,#sˈɑlwɑm#,#soːv#,#sov#
1044,#sˌɑlwˈɑt̪ikum#,#soːvjɛt̪#,#sovaʒ#
1045,#sˌɑlwɑːt̪ˈoːrem#,#soːvuːʀ#,#sovœʁ#
1046,#sˈɑlwiɑm#,#sjɛj#,#soʒ#
1047,#sˈɑlwum#,#sjø#,#sof#
1048,#sˈɑːn̪ɑm#,#sjɛn̪#,#sɛn̪#
1049,#sˌɑːn̪it̪ˈɑːt̪em#,#sɑ̃ːt̪jɛ#,#sɑ̃t̪e#
1050,#sˈɑn̪ɡwem#,#sɑ̃ːf#,#sɑ̃#
1051,#sˌɑn̪ɡwisˈuːɡɑm#,#sɑ̃ːɡzyː#,#sɑ̃sy#
1052,#sˌɑːn̪kt̪it̪ˈɑːt̪em#,#sɛ̃ːt̪jɛ#,#sɛ̃t̪ət̪e#
1053,#sˈɑːn̪kt̪um#,#sɛ̃ː#,#sɛ̃#
1054,#sˈɑːn̪um#,#sjɛ̃ː#,#sɛ̃#
1055,#sˈɑpɑm#,#sjɛp#,#sɛv#
1056,#sˌɑpˈɑwd̪iɑm#,#savu#,#savwa#
1057,#sˌɑpˈeːre#,#savaʀ#,#savwaʁ#
1058,#sˈɑpiɑm#,#sa#,#saʃ#
1059,#sˈɑpid̪um#,#sa#,#sad̪#
1060,#sˌɑpiˈen̪t̪em#,#savɑ̃ː#,#savɑ̃#
1061,#sˌɑːpˈoːn̪em#,#savœ̃ː#,#savɔ̃#
1062,#sˌɑpˈoːrem#,#savuʀ#,#savœʁ#
1063,#sˌɑppˈiːn̪um#,#sapɛ̃ː#,#sapɛ̃#
1064,#sˌɑrmˈen̪t̪um#,#saʀmɑ̃ː#,#saʁmɑ̃#
1065,#sˌɑt̪iˈoːn̪em#,#sazʲœ̃ː#,#sɛzɔ̃#
1066,#sˌɑt̪ˈullum#,#suww#,#su#
1067,#sˌɑwkˈoːn̪ɑm#,#swyːn̪#,#son̪#
1068,#sˈeː#,#swa#,#swa#
1069,#sˌed̪ˈeːre#,#saʀ#,#swaʁ#
1070,#sˈeːd̪ikum#,#sɛk#,#sjɛʒ#
1071,#sˈeks#,#siwj#,#sis#
1072,#sˌeksˈɑn̪t̪ɑm#,#sɛːsɑ̃ːt̪#,#swasɑ̃t̪#
1073,#sˌeːkˈuːrɑm#,#syːʀ#,#syʁ#
1074,#sˌeːkˈuːrum#,#syːʀ#,#syʁ#
1075,#sˈekwere#,#sjøwʀ#,#sɥivʁ#
1076,#sˈekwet#,#sjøw#,#sɥi#
1077,#sˈekwo#,#sjøw#,#sɥi#
1078,#sˈellɑm#,#soːw#,#sɛl#
1079,#sˈejor#,#sjaʀ#,#siʁ#
1080,#sˈeːmit̪ɑm#,#sɑ̃ːt̪#,#sɑ̃t̪#
1081,#sˌen̪iˈoːrem#,#sie̯ɲuʀ#,#sɛɲœʁ#
1082,#sˈen̪sum#,#swa#,#sɑ̃s#
1083,#sˌen̪t̪ˈiːre#,#sɑ̃ːt̪iʀ#,#sɑ̃t̪iʁ#
1084,#sˈeːpem#,#swa#,#swaf#
1085,#sˈept̪em#,#sɛ#,#sɛt̪#
1086,#sˌept̪imˈɑːn̪ɑm#,#səmjɛn̪#,#səmɛn̪#
1087,#sˈeːroː#,#swaʀ#,#swaʁ#
1088,#sˌerpˈen̪t̪em#,#saʀpɑ̃ː#,#sɛʁpɑ̃#
1089,#sˈerwɑm#,#saʀv#,#sɛʁv#
1090,#sˌerwˈiːre#,#saʀviʀ#,#sɛʁviʁ#
1091,#sˈerwit̪#,#soːw#,#sɛʁ#
1092,#sˈerwum#,#sjaʀ#,#sɛʁ#
1093,#sˈeːt̪ɑm#,#swɛː#,#swa#
1094,#sˈiː#,#siː#,#si#
1095,#sˌiɡˈelloːs#,#soː#,#so#
1096,#sˌiɡˈellum#,#soːw#,#so#
1097,#sˈiɡn̪um#,#sɛ̃ː#,#sɛ̃#
1098,#sˈiːk#,#siː#,#si#
1099,#sˈikkɑm#,#sɛk#,#sɛʃ#
1100,#sˈikkum#,#sɛk#,#sɛk#
1101,#sˌimilˈɑːre#,#samwjaʀ#,#sɑ̃ble#
1102,#sˈiːmium#,#sɛ̃ː#,#sɛ̃ʒ#
1103,#sˈin̪e#,#sɛ̃ː#,#sɑ̃#
1104,#sˌin̪ɡlˈut̪t̪um#,#sɑ̃ːju#,#sɑ̃ɡlo#
1105,#sˌin̪ɡulˈɑːrem#,#sɑ̃ːɡjaʀ#,#sɑ̃ɡlie#
1106,#sˈiːn̪um#,#sɛ̃ː#,#sɛ̃#
1107,#sˌit̪ˈellum#,#soːw#,#so#
1108,#skˌin̪t̪ˈillɑ#,#əjsɑ̃ːt̪øw#,#et̪ɛ̃sɛl#
1109,#skˈort̪eɑ#,#?kye̯r̥#,#ekɔʁs#
1110,#skˌuːt̪ˈɑːrium#,#əjsyiwjʀ#,#ekɥije#
1111,#skˌuːt̪ˈellɑ#,#əjsyoːw#,#ekɥɛl#
1112,#sˌolid̪ˈɑːre#,#sye̯wðʲjaʀ#,#sud̪e#
1113,#sˌolˈikulum#,#sye̯i#,#sɔlɛj#
1114,#sˈoːlum#,#søw#,#sœl#
1115,#sˈomn̪ium#,#sœ̃ː#,#sɔ̃ʒ#
1116,#sˈon̪um#,#sye̯n̪#,#sɔ̃#
1117,#sˌoːrˈiːkem#,#suʀi#,#suʁi#
1118,#sˈoror#,#sye̯ʀʀ#,#sœʁ#
1119,#sˈort̪em#,#sɔr̥#,#sɔʁ#
1120,#sˌort̪iˈɑːrium#,#sye̯r̥siwjʀ#,#sɔʁsje#
1121,#sˈot̪t̪um#,#sɔ#,#so#
1122,#spˈɑt̪ʰɑ#,#ɑːpjɛt̪#,#epe#
1123,#spˈiːkum#,#?pi#,#epi#
1124,#spˈiːn̪ɑm#,#?piːn̪#,#epin̪#
1125,#spˈiːn̪ɡulɑm#,#?pɛ̃ːj#,#epɛ̃ɡl#
1126,#spˈon̪sɑm#,#?pøz#,#epuz#
1127,#spˈon̪sum#,#?pu#,#epu#
1128,#spˈissɑm#,#?pɛːs#,#epɛs#
1129,#spˈissum#,#?pɛ#,#epɛ#
1130,#st̪ˈɑɡn̪um#,#ɑːt̪jɛ̃ː#,#et̪ɛ̃#
1131,#st̪ˈɑːmen̪#,#ɑːt̪jɛ̃ː#,#et̪ɛ̃#
1132,#st̪ˈeːllɑm#,#?t̪øw#,#et̪wal#
1133,#st̪rˌɑn̪ɡulˈɑːre#,#?ʀɑ̃ːɡjaʀ#,#et̪ʁɑ̃ɡle#
1134,#st̪rˈeːn̪ɑm#,#?ʀɛn̪#,#et̪ʁɛn̪#
1135,#st̪rˈikt̪ɑm#,#?ʀwa#,#et̪ʁwat̪#
1136,#st̪rˈikt̪um#,#?ʀwa#,#et̪ʁwa#
1137,#st̪ˌurn̪ˈellum#,#?t̪uʀn̪oːw#,#et̪uʁn̪o#
1138,#sˈuɑ#,#søː#,#sø#
1139,#suˌɑ#,#swa#,#sa#
1140,#suˌɑːs#,#swa#,#sɛ#
1141,#sˌubd̪iˈurn̪um#,#sʒuʀn̪#,#seʒuʁ#
1142,#sˌubit̪ˈɑːn̪um#,#sud̪jɛ̃ː#,#sud̪ɛ̃#
1143,#sˌublˈon̪ɡum#,#subwœ̃ː#,#səlɔ̃#
1144,#sˌuːd̪ˈɑːre#,#sjaʀ#,#sɥe#
1145,#sˌuːd̪ˈɑːrium#,#syiwjʀ#,#sɥɛʁ#
1146,#sˈuːd̪iɑm#,#syː#,#sɥi#
