etID  | Late Latin | Old French I | Old French II | Middle French  | Output [REFERENCE]
658    | #mˌɑrt̪ˈɛllo# | #mˌart̪ˈɛl# | #mˌart̪e̯ˈaw# | #mˌart̪ə̯ˈoː# | #maʁt̪o# {GOLD: #maʁt̪o#}
659    | #mˈɑsklo# | #mˈazlə# | #mˈaːlə# | #mˈaːlə# | #mɑl# {GOLD: #mɑl#}
660    | #mˈɑssɑ# | #mˈasə# | #mˈasə# | #mˈasə# | #mɑs# {GOLD: #mas#}
661    | #mˌɑst̪ekˈɑrɛ# | #mˌast͡ʃˈie̯r# | #mˌaːʃjˈer# | #mˌaːʃˈer# | #mɑʃe# {GOLD: #mɑʃe#}
662    | #mˈɑst̪ekɑt̪# | #mˈast͡ʃəθ# | #mˈaːʃə# | #mˈaːʃə# | #mɑʃ# {GOLD: #mɑʃ#}
663    | #mˈɑst̪os# | #mˈat͡s# | #mˈas# | #mˈas# | #ma# {GOLD: #ma#}
664    | #mˈɑst̪o# | #mˈast̪# | #mˈaːt̪# | #mˈaːt̪# | #mɑ# {GOLD: #mɑ#}
665    | #mˌɑt̪ɛrʝˈɑmɛ# | #mˌajðrˈãj̃n̪# | #mˌɛrˈɛ̃j̃n̪# | #mˌɛrˈɛ̃ː# | #mɛʁɛ̃# {GOLD: #mɛʁɛ̃#}
666    | #mˌɑt̪rˈɑst̪rɑ# | #mˌaðrˈast̪rə# | #mˌarˈaːt̪rə# | #mˌarˈaːt̪rə# | #maʁɑt̪ʁ# {GOLD: #maʁɑt̪ʁ#}
667    | #mˈɑt̪rɛ# | #mˈeːðrə# | #mˈerə# | #mˈerə# | #mɛʁ# {GOLD: #mɛʁ#}
668    | #mˈɑt̪t͡sʲʝɑ# | #mˈat͡sʲə# | #mˈasʲə# | #mˈasə# | #mɑs# {GOLD: #mas#}
669    | #mˈɑt̪t͡sʲʝˈukɑ# | #mˈat͡sʲˈyə# | #mˈasʲˈyə# | #mˈasˈyː# | #masy# {GOLD: #masy#}
670    | #mˌɑt̪ˈurɑ# | #mˌaðˈyrə# | #mˌəˈyrə# | #mə̯ˈyrə# | #myʁ# {GOLD: #myʁ#}
671    | #mˌɑt̪ˈuro# | #mˌaðˈyr# | #mˌəˈyr# | #mə̯ˈyr# | #myʁ# {GOLD: #myʁ#}
672    | #mˌɑt̪et̪ˈin̪o# | #mˌat̪ˈin̪# | #mˌat̪ˈĩn̪# | #mˌat̪ˈẽː# | #mat̪ɛ̃# {GOLD: #mat̪ɛ̃#}
673    | #mʝˌɑ# | #mjˌa# | #mjˌa# | #mjˌa# | #mja# {GOLD: #ma#}
674    | #mʝɑs# | #mjas# | #mjas# | #mjas# | #mja# {GOLD: #me#}
675    | #mʝos# | #mjes# | #mjes# | #mjes# | #mje# {GOLD: #me#}
676    | #mˈe# | #mˈoj# | #mwˈɛ# | #mwˈɛ# | #mwa# {GOLD: #mwa#}
677    | #mˈɛo# | #mˈie̯w# | #mjˈø# | #mjˈø# | #mjø# {GOLD: #mjɛ̃#}
678    | #mʝˌom# | #mjˌũn̪# | #mjˌũn̪# | #mjˌũː# | #mjɔ̃# {GOLD: #mɔ̃#}
679    | #mˌɛd̪ˈɑlʝɑ# | #mˌəðˈaʎə# | #mˌəˈaʎə# | #mˈaːʎə# | #mɑj# {GOLD: #mɑj#}
680    | #mˌɛʝʝˈɑn̪ɑ# | #mˌejˈie̯n̪ə# | #mwˌɛjˈẽn̪ə# | #mwˌɛjˈẽn̪ə# | #mwajɛn̪# {GOLD: #mwajɛn̪#}
681    | #mˌɛʝʝˈɑn̪o# | #mˌejˈie̯n̪# | #mwˌɛjˈẽn̪# | #mwˌɛjˈẽː# | #mwajɛ̃# {GOLD: #mwajɛ̃#}
682    | #mˌɛʝʝɛt̪ˈɑt̪ɛ# | #mˌejt̪ˈeːθ# | #mwˌɛt̪ˈe# | #mwˌɛt̪ˈe# | #mwat̪e# {GOLD: #mwat̪je#}
683    | #mˈɛʝʝo# | #mˈi# | #mˈi# | #mˈi# | #mi# {GOLD: #mi#}
684    | #mˌɛd̪ˈollɑ# | #mˌəðˈolə# | #mˌəˈulə# | #mə̯ˈulə# | #mul# {GOLD: #mwal#}
685    | #mˈɛl# | #mˈie̯l# | #mjˈel# | #mjˈel# | #mjɛl# {GOLD: #mjɛl#}
686    | #mˌɛlʝˈorɛ# | #mˌeʎˈowr# | #mˌɛʎˈør# | #mˌɛʎˈør# | #mɛjœʁ# {GOLD: #mɛjœʁ#}
687    | #mˈɛlʝos# | #mˈie̯ɫt͡sʲ# | #mjˈøsʲ# | #mjˈøs# | #mjø# {GOLD: #mjø#}
688    | #mˈɛmbro# | #mˈɛ̃mbrə# | #mˈãn̪brə# | #mˈãːbrə# | #mɑ̃bʁ# {GOLD: #mɑ̃bʁ#}
689    | #mˈesɑ# | #mˈojzə# | #mwˈɛzə# | #mwˈɛzə# | #mwaz# {GOLD: #mwaz#}
690    | #mˈesɛ# | #mˈojs# | #mwˈɛs# | #mwˈɛs# | #mwa# {GOLD: #mwa#}
691    | #mˌesˈurɑ# | #mˌəzˈyrə# | #mˌəzˈyrə# | #mˌəzˈyrə# | #məzyʁ# {GOLD: #məzyʁ#}
692    | #mˌɛn̪t͡sʲʝˈon̪ekɑ# | #mˌẽn̪t͡sʲˈũn̪t͡ʃə# | #mˌãn̪sʲˈũn̪ʃə# | #mˌãːsˈũːʃə# | #mɑ̃sɔ̃ʃ# {GOLD: #mɑ̃sɔ̃ʒ#}
693    | #mˌɛn̪t̪et̪ˈorɛ# | #mˌẽn̪t̪ˈowr# | #mˌãn̪t̪ˈør# | #mˌãːt̪ˈør# | #mɑ̃t̪œʁ# {GOLD: #mɑ̃t̪œʁ#}
694    | #mˌɛrkɑt̪ˈɑn̪t̪ɛ# | #mˌɛrt͡ʃəðˈãn̪t̪# | #mˌarʃəˈãn̪t̪# | #mˌarʃə̯ˈãːt̪# | #maʁʃɑ̃# {GOLD: #maʁʃɑ̃#}
695    | #mˌɛrkˈɑt̪o# | #mˌɛrt͡ʃˈie̯θ# | #mˌarʃjˈe# | #mˌarʃˈe# | #maʁʃe# {GOLD: #maʁʃe#}
696    | #mˌɛrcˈed̪ɛ# | #mˌɛrt͡sʲˈiθ# | #mˌɛrsʲˈi# | #mˌɛrsˈi# | #mɛʁsi# {GOLD: #mɛʁsi#}
697    | #mˌessʝˈon̪ɛ# | #mˌejsˈũn̪# | #mwˌɛsˈũn̪# | #mwˌɛsˈũː# | #mwasɔ̃# {GOLD: #mwasɔ̃#}
698    | #mˌɛt̪ˈepsemo# | #mˌəðˈezmə# | #mˌəˈẽːmə# | #mə̯ˈẽːmə# | #mɛm# {GOLD: #mɛm#}
699    | #mˈillɛ# | #mˈil# | #mˈil# | #mˈil# | #mil# {GOLD: #mil#}
700    | #mˈikɑ# | #mˈiə# | #mˈiə# | #mˈiː# | #mi# {GOLD: #mi#}
701    | #mˈekkɑ# | #mˈet͡ʃə# | #mˈɛʃə# | #mˈɛʃə# | #mɛʃ# {GOLD: #mɛʃ#}
702    | #mˌen̪ˈɑccʝɑ# | #mˌən̪ˈat͡sʲə# | #mˌən̪ˈasʲə# | #mˌən̪ˈasə# | #mən̪ɑs# {GOLD: #mən̪as#}
703    | #mˈin̪ɑ# | #mˈin̪ə# | #mˈĩn̪ə# | #mˈin̪ə# | #min̪# {GOLD: #min̪#}
704    | #mˌen̪ˈɑre# | #mˌən̪ˈeːr# | #mˌən̪ˈer# | #mˌən̪ˈer# | #mən̪e# {GOLD: #mən̪e#}
705    | #mˈen̪ɔr# | #mˈojn̪d̪rə# | #mwˈĩn̪d̪rə# | #mwˈɛ̃ːd̪rə# | #mwɛ̃d̪ʁ# {GOLD: #mwɛ̃d̪ʁ#}
706    | #mˈen̪os# | #mˈẽn̪s# | #mˈãn̪s# | #mˈãːs# | #mɑ̃# {GOLD: #mwɛ̃#}
707    | #mˌen̪et͡sʲʝˈɑrɛ# | #mˌẽj̃n̪t͡sʲˈie̯r# | #mˌɛ̃j̃n̪sʲjˈer# | #mˌɛ̃ːsˈer# | #mɛ̃se# {GOLD: #mɛ̃se#}
708    | #mˌeskolˈɑrɛ# | #mˌezlˈeːr# | #mˌelˈer# | #mˌelˈer# | #mɛle# {GOLD: #mɛle#}
709    | #mˈessɑ# | #mˈesə# | #mˈɛsə# | #mˈɛsə# | #mɛs# {GOLD: #mɛs#}
710    | #mˈesso# | #mˈes# | #mˈɛs# | #mˈɛs# | #mɛ# {GOLD: #mɛ#}
711    | #mˈoβelɛ# | #mˈowblə# | #mˈøblə# | #mˈøblə# | #mœbl# {GOLD: #mœbl#}
712    | #mˌɔʝʝˈɔlo# | #mˌojˈye̯l# | #mwˌɛjˈøl# | #mwˌɛjˈøl# | #mwajœl# {GOLD: #mwajø#}
713    | #mˈɔd̪lo# | #mˈɔɫl# | #mˈulə# | #mˈulə# | #mul# {GOLD: #mul#}
714    | #mˈɔlɑ# | #mˈye̯lə# | #mˈølə# | #mˈølə# | #mœl# {GOLD: #møl#}
715    | #mˌɔlˈin̪o# | #mˌolˈin̪# | #mˌulˈĩn̪# | #mˌulˈẽː# | #mulɛ̃# {GOLD: #mulɛ̃#}
716    | #mˌɔlet̪ˈurɑ# | #mˌɔɫt̪ˈyrə# | #mˌut̪ˈyrə# | #mˌut̪ˈyrə# | #mut̪yʁ# {GOLD: #mut̪yʁ#}
717    | #mˈɔllɛ# | #mˈɔl# | #mˈu# | #mˈu# | #mu# {GOLD: #mu#}
718    | #mˈɔllis# | #mˈɔɫs# | #mˈus# | #mˈus# | #mu# {GOLD: #mu#}
719    | #mˌɔllʝˈɑrɛ# | #mˌoʎˈie̯r# | #mˌuʎjˈer# | #mˌuʎˈer# | #muje# {GOLD: #muje#}
720    | #mˌɔn̪ˈet̪ɑ# | #mˌũn̪ˈejðə# | #mˌũn̪ˈajə# | #mˌũn̪ˈɛː# | #mɔn̪ɛ# {GOLD: #mɔn̪ɛ#}
721    | #mˌɔn̪t̪ˈɑn̪ʝɑ# | #mˌũn̪t̪ˈãɲə# | #mˌũn̪t̪ˈãɲə# | #mˌũːt̪ˈãɲə# | #mɔ̃t̪aɲ# {GOLD: #mɔ̃t̪aɲ#}
722    | #mˈɔn̪t̪ɛ# | #mˈũn̪t̪# | #mˈũn̪t̪# | #mˈũːt̪# | #mɔ̃# {GOLD: #mɔ̃#}
723    | #mˌɔn̪t̪ecˈɛllo# | #mˌũn̪t͡sʲˈɛl# | #mˌũn̪sʲe̯ˈaw# | #mˌũːsə̯ˈoː# | #mɔ̃so# {GOLD: #mɔ̃so#}
724    | #mˈores# | #mˈors# | #mˈurs# | #mˈurs# | #muʁ# {GOLD: #mœʁ#}
725    | #mˌɔrˈire# | #mˌorˈir# | #mˌurˈir# | #mˌurˈir# | #muʁiʁ# {GOLD: #muʁiʁ#}
726    | #mˈɔrd̪ɛrɛ# | #mˈɔrd̪rə# | #mˈɔrd̪rə# | #mˈɔrd̪rə# | #mɔʁd̪ʁ# {GOLD: #mɔʁd̪ʁ#}
727    | #mˈɔrso# | #mˈɔrs# | #mˈɔrs# | #mˈɔrs# | #mɔʁ# {GOLD: #mɔʁ#}
728    | #mˌɔrt̪ˈɑrʝo# | #mˌɔrt̪ˈie̯r# | #mˌɔrt̪jˈer# | #mˌɔrt̪jˈer# | #mɔʁt̪je# {GOLD: #mɔʁt̪je#}
729    | #mˈɔrt̪ɛ# | #mˈɔrt̪# | #mˈɔrt̪# | #mˈɔrt̪# | #mɔʁ# {GOLD: #mɔʁ#}
730    | #mˈɔβʷet̪ɑ# | #mˈɔt̪ə# | #mˈɔt̪ə# | #mˈɔt̪ə# | #mɔt̪# {GOLD: #møt̪#}
731    | #mˈoffolɑ# | #mˈoflə# | #mˈuflə# | #mˈuflə# | #mufl# {GOLD: #mufl#}
732    | #mˈocced̪o# | #mˈojt̪ə# | #mwˈɛt̪ə# | #mwˈɛt̪ə# | #mwat̪# {GOLD: #mwat̪#}
733    | #mˈulɑ# | #mˈylə# | #mˈylə# | #mˈylə# | #myl# {GOLD: #myl#}
734    | #mˌoɫt̪ˈon̪ɛ# | #mˌoɫt̪ˈũn̪# | #mˌut̪ˈũn̪# | #mˌut̪ˈũː# | #mut̪ɔ̃# {GOLD: #mut̪ɔ̃#}
735    | #mˈoɫt̪o# | #mˈoɫt̪# | #mˈut̪# | #mˈut̪# | #mu# {GOLD: #mult̪#}
736    | #mˌurˈɑlʝɑ# | #mˌyrˈaʎə# | #mˌyrˈaʎə# | #mˌyrˈaʎə# | #myʁɑj# {GOLD: #myʁɑj#}
737    | #mˈuro# | #mˈyr# | #mˈyr# | #mˈyr# | #myʁ# {GOLD: #myʁ#}
738    | #mˈoskɑ# | #mˈost͡ʃə# | #mˈuːʃə# | #mˈuːʃə# | #muʃ# {GOLD: #muʃ#}
739    | #mˈosklo# | #mˈozlə# | #mˈuːlə# | #mˈuːlə# | #mul# {GOLD: #mul#}
740    | #mˈost̪o# | #mˈost̪# | #mˈuːt̪# | #mˈuːt̪# | #mu# {GOLD: #mu#}
741    | #mˈot̪t̪o# | #mˈot̪# | #mˈɔt̪# | #mˈɔt̪# | #mo# {GOLD: #mo#}
742    | #n̪ˈɑwd̪ɑ# | #n̪ˈɔwðə# | #n̪ˈuə# | #n̪ˈuː# | #n̪u# {GOLD: #n̪u#}
743    | #n̪ˈɑn̪ɑ# | #n̪ˈãj̃n̪ə# | #n̪ˈɛ̃j̃n̪ə# | #n̪ˈɛ̃n̪ə# | #n̪ɛn̪# {GOLD: #n̪ɛn̪#}
744    | #n̪ˈɑn̪o# | #n̪ˈãj̃n̪# | #n̪ˈɛ̃j̃n̪# | #n̪ˈɛ̃ː# | #n̪ɛ̃# {GOLD: #n̪ɛ̃#}
745    | #n̪ˈɑscɛrɛ# | #n̪ˈajst̪rə# | #n̪ˈɛːt̪rə# | #n̪ˈɛːt̪rə# | #n̪ɛt̪ʁ# {GOLD: #n̪ɛt̪ʁ#}
746    | #n̪ˈɑssɑ# | #n̪ˈasə# | #n̪ˈasə# | #n̪ˈasə# | #n̪ɑs# {GOLD: #n̪ɑs#}
747    | #n̪ˈɑso# | #n̪ˈeːs# | #n̪ˈes# | #n̪ˈes# | #n̪e# {GOLD: #n̪e#}
748    | #n̪ˌɑt̪ˈɑlɛ# | #n̪ˌaðˈeːl# | #n̪ˌaˈel# | #n̪ˌaˈel# | #n̪aɛl# {GOLD: #n̪ɔɛl#}
749    | #n̪ˌɑt̪ˈiβʷɑ# | #n̪ˌaðˈivə# | #n̪ˌaˈivə# | #n̪ˌaˈivə# | #n̪aiv# {GOLD: #n̪aiv#}
750    | #n̪ˌɑt̪ˈiβʷo# | #n̪ˌaðˈif# | #n̪ˌaˈif# | #n̪ˌaˈif# | #n̪aif# {GOLD: #n̪aif#}
751    | #n̪ˈɑβʷɛ# | #n̪ˈeːf# | #n̪ˈef# | #n̪ˈef# | #n̪ɛf# {GOLD: #n̪ɛf#}
752    | #n̪ˈɑwkɑ# | #n̪ˈɔwə# | #n̪ˈuə# | #n̪ˈuː# | #n̪u# {GOLD: #n̪u#}
753    | #n̪ˌɑwcˈɛllɑ# | #n̪ˌɔjzˈɛlə# | #n̪wˌɛzˈɛlə# | #n̪wˌɛzˈɛlə# | #n̪wazɛl# {GOLD: #n̪asɛl#}
754    | #n̪ˈɑwsʝɑ# | #n̪ˈɔjzə# | #n̪wˈɛzə# | #n̪wˈɛzə# | #n̪waz# {GOLD: #n̪waz#}
755    | #n̪ˈɛk# | #n̪ˈi# | #n̪ˈi# | #n̪ˈi# | #n̪i# {GOLD: #n̪i#}
756    | #n̪ˌɛpˈot̪ɛ# | #n̪ˌəvˈowθ# | #n̪ˌəvˈø# | #n̪ˌəvˈø# | #n̪əvø# {GOLD: #n̪əvø#}
757    | #n̪ˈɛpt͡sʲʝɑ# | #n̪ˈie̯t͡sʲə# | #n̪jˈesʲə# | #n̪jˈesə# | #n̪jɛs# {GOLD: #n̪jɛs#}
758    | #n̪ˌɛpt̪ˈun̪o# | #n̪ˌət̪ˈyn̪# | #n̪ˌət̪ˈỹn̪# | #n̪ˌət̪ˈỹː# | #n̪ət̪œ̃# {GOLD: #lyt̪ɛ̃#}
759    | #n̪ˈɛrβʷo# | #n̪ˈɛrf# | #n̪ˈɛrf# | #n̪ˈɛrf# | #n̪ɛʁf# {GOLD: #n̪ɛʁf#}
760    | #n̪ˈid̪o# | #n̪ˈiθ# | #n̪ˈi# | #n̪ˈi# | #n̪i# {GOLD: #n̪i#}
761    | #n̪ˈeɣro# | #n̪ˈejr# | #n̪wˈɛr# | #n̪wˈɛr# | #n̪waʁ# {GOLD: #n̪waʁ#}
762    | #n̪ˈet̪ed̪ɑ# | #n̪ˈed̪ə# | #n̪ˈɛd̪ə# | #n̪ˈɛd̪ə# | #n̪ɛd̪# {GOLD: #n̪ɛt̪#}
763    | #n̪ˈet̪ed̪o# | #n̪ˈet̪ə# | #n̪ˈɛt̪ə# | #n̪ˈɛt̪ə# | #n̪ɛt̪# {GOLD: #n̪ɛt̪#}
764    | #n̪ˌod̪ˈɑrɛ# | #n̪ˌoðˈeːr# | #n̪ˌuˈer# | #n̪ˌuˈer# | #n̪we# {GOLD: #n̪we#}
765    | #n̪ˌod̪ˈosos# | #n̪ˌoðˈows# | #n̪ˌuˈøs# | #n̪ˌuˈøs# | #n̪wø# {GOLD: #n̪wø#}
766    | #n̪ˈod̪o# | #n̪ˈowθ# | #n̪ˈø# | #n̪ˈø# | #n̪ø# {GOLD: #n̪ø#}
767    | #n̪ˈɔxt̪ɛ# | #n̪ˈyjt̪# | #n̪ˈyjt̪# | #n̪ˈyjt̪# | #n̪yj# {GOLD: #n̪ɥi#}
768    | #n̪ˈomɛ# | #n̪ˈũn̪# | #n̪ˈũn̪# | #n̪ˈũː# | #n̪ɔ̃# {GOLD: #n̪ɔ̃#}
769    | #n̪ˈon̪# | #n̪ˈũn̪# | #n̪ˈũn̪# | #n̪ˈũː# | #n̪ɔ̃# {GOLD: #n̪ɔ̃#}
770    | #n̪o# | #n̪ə# | #n̪ə# | #n̪ə# | #n̪ə# {GOLD: #n̪ə#}
771    | #n̪ˌon̪ˈɑn̪t̪ɑ# | #n̪ˌũn̪ˈãn̪t̪ə# | #n̪ˌũn̪ˈãn̪t̪ə# | #n̪ˌũn̪ˈãːt̪ə# | #n̪ɔn̪ɑ̃t̪# {GOLD: #n̪on̪ɑ̃t̪#}
772    | #n̪ˈɔn̪n̪ɑ# | #n̪ˈũn̪ə# | #n̪ˈũn̪ə# | #n̪ˈũn̪ə# | #n̪ɔn̪# {GOLD: #n̪ɔn̪#}
773    | #n̪ˈɔpt͡sʲʝɑ# | #n̪ˈɔt͡sʲə# | #n̪ˈɔsʲə# | #n̪ˈɔsə# | #n̪ɔs# {GOLD: #n̪ɔs#}
774    | #n̪ˌos# | #n̪ˌos# | #n̪ˌus# | #n̪ˌus# | #n̪u# {GOLD: #n̪u#}
775    | #n̪ˈɔst̪rɑ# | #n̪ˈɔst̪rə# | #n̪ˈɔːt̪rə# | #n̪ˈɔt̪rə# | #n̪ɔt̪ʁ# {GOLD: #n̪ɔt̪ʁ#}
776    | #n̪ˈɔst̪ro# | #n̪ˈɔst̪rə# | #n̪ˈɔːt̪rə# | #n̪ˈɔt̪rə# | #n̪ɔt̪ʁ# {GOLD: #n̪ɔt̪ʁ#}
777    | #n̪ˌɔβʷˈɛllɑ# | #n̪ˌovˈɛlə# | #n̪ˌuvˈɛlə# | #n̪ˌuvˈɛlə# | #n̪uvɛl# {GOLD: #n̪uvɛl#}
778    | #n̪ˌɔβʷˈɛllo# | #n̪ˌovˈɛl# | #n̪ˌuve̯ˈaw# | #n̪ˌuvə̯ˈoː# | #n̪uvo# {GOLD: #n̪uvo#}
779    | #n̪ˈɔβʷɛ# | #n̪ˈye̯f# | #n̪ˈøf# | #n̪ˈøf# | #n̪œf# {GOLD: #n̪œf#}
780    | #n̪ˈuβɑ# | #n̪ˈyə# | #n̪ˈyə# | #n̪ˈyː# | #n̪y# {GOLD: #n̪y#}
781    | #n̪ˈud̪ɑ# | #n̪ˈyðə# | #n̪ˈyə# | #n̪ˈyː# | #n̪y# {GOLD: #n̪y#}
782    | #n̪ˈud̪o# | #n̪ˈyθ# | #n̪ˈy# | #n̪ˈy# | #n̪y# {GOLD: #n̪y#}
783    | #n̪ˈocɛ# | #n̪ˈojt͡sʲ# | #n̪wˈɛsʲ# | #n̪wˈɛs# | #n̪wa# {GOLD: #n̪wa#}
784    | #n̪ˈullɑ# | #n̪ˈylə# | #n̪ˈylə# | #n̪ˈylə# | #n̪yl# {GOLD: #n̪yl#}
785    | #n̪ˈullɑs# | #n̪ˈyləs# | #n̪ˈyləs# | #n̪ˈylə# | #n̪yl# {GOLD: #n̪yl#}
786    | #n̪ˈullos# | #n̪ˈyɫs# | #n̪ˈys# | #n̪ˈys# | #n̪y# {GOLD: #n̪y#}
787    | #n̪ˈullo# | #n̪ˈyl# | #n̪ˈyl# | #n̪ˈyl# | #n̪yl# {GOLD: #n̪yl#}
788    | #n̪ˈomɛro# | #n̪ˈũmbrə# | #n̪ˈũn̪brə# | #n̪ˈũːbrə# | #n̪ɔ̃bʁ# {GOLD: #n̪ɔ̃bʁ#}
789    | #n̪ˌot̪rˈiccʝɑ# | #n̪ˌoðrˈit͡sʲə# | #n̪ˌurˈisʲə# | #n̪ˌurˈisə# | #n̪uʁis# {GOLD: #n̪uʁis#}
790    | #n̪ˌot̪rˈit͡sʲʝˈon̪ɛ# | #n̪ˌoðrˈizˈũn̪# | #n̪ˌurˈizˈũn̪# | #n̪ˌurˈizˈũː# | #n̪uʁizɔ̃# {GOLD: #n̪uʁisɔ̃#}
791    | #ˌɔssefrˈɑɣɑ# | #ˌɔzfrˈajə# | #ˌɔfrˈajə# | #ˌɔfrˈɛː# | #ɔfʁɛ# {GOLD: #ɔʁfʁɛ#}
792    | #ˈɔst̪rʝɑ# | #ˈyjst̪rə# | #ˈyjt̪rə# | #ˈyjt̪rə# | #yjt̪ʁ# {GOLD: #ɥit̪ʁ#}
793    | #ˈɔxt̪o# | #ˈyjt̪# | #ˈyjt̪# | #ˈyjt̪# | #yjt̪# {GOLD: #ɥit̪#}
794    | #ˈɔklos# | #ˈye̯ɫt͡sʲ# | #jˈøsʲ# | #jˈøs# | #jø# {GOLD: #jø#}
795    | #ˈɔklo# | #ˈye̯ʎ# | #ˈøʎ# | #ˈøʎ# | #œj# {GOLD: #œj#}
796    | #ˈɔpɛrɑ# | #ˈye̯vrə# | #ˈøvrə# | #ˈøvrə# | #œvʁ# {GOLD: #œvʁ#}
797    | #ˌɔpɛrˈɑrʝo# | #ˌovrˈie̯r# | #ˌuvrjˈer# | #ˌuvrjˈer# | #uvʁije# {GOLD: #uvʁije#}
798    | #ˈord̪en̪ɛ# | #ˈord̪rə# | #ˈɔrd̪rə# | #ˈɔrd̪rə# | #ɔʁd̪ʁ# {GOLD: #ɔʁd̪ʁ#}
799    | #ˈɔrn̪ɑmˈɛn̪t̪o# | #ˈɔrn̪əmˈɛ̃n̪t̪# | #ˈɔrn̪əmˈãn̪t̪# | #ˈɔrn̪əmˈãːt̪# | #ɔʁn̪əmɑ̃# {GOLD: #ɔʁn̪əmɑ̃#}
800    | #ˌɔβʷˈeklɑ# | #ˌoˈeʎə# | #ˌuˈɛʎə# | #ˌuˈɛʎə# | #waj# {GOLD: #wɑj#}
801    | #ˈɔβʷo# | #ˈye̯f# | #ˈøf# | #ˈøf# | #œf# {GOLD: #œf#}
802    | #pˌɑɣˈɑn̪o# | #pˌajˈie̯n̪# | #pˌajjˈẽn̪# | #pˌajjˈẽː# | #pajɛ̃# {GOLD: #pajɛ̃#}
803    | #pˌɑʝˈesɛ# | #pˌajˈis# | #pˌajˈis# | #pˌajˈis# | #pɛi# {GOLD: #pɛi#}
804    | #pˈɑcɛ# | #pˈajt͡sʲ# | #pˈɛsʲ# | #pˈɛs# | #pɛ# {GOLD: #pɛ#}
805    | #pˈɑlɑ# | #pˈeːlə# | #pˈelə# | #pˈelə# | #pɛl# {GOLD: #pɛl#}
806    | #pˈɑlos# | #pˈaɫs# | #pˈaws# | #pˈoːs# | #po# {GOLD: #pjø#}
807    | #pˈɑlo# | #pˈeːl# | #pˈel# | #pˈel# | #pɛl# {GOLD: #pjø#}
808    | #pˌɑlˈɑt͡sʲʝo# | #pˌalˈajt͡sʲ# | #pˌalˈɛsʲ# | #pˌalˈɛs# | #palɛ# {GOLD: #palɛ#}
809    | #pˈɑlʝɑ# | #pˈaʎə# | #pˈaʎə# | #pˈaʎə# | #pɑj# {GOLD: #pɑj#}
810    | #pˌɑlʝˈɑrʝo# | #pˌaʎˈie̯r# | #pˌaʎjˈer# | #pˌaʎˈer# | #paje# {GOLD: #pɑje#}
811    | #pˈɑɫmɑ# | #pˈaɫmə# | #pˈawmə# | #pˈoːmə# | #pom# {GOLD: #pom#}
812    | #pˌɑɫpˈɛt̪rɑ# | #pˌaɫpˈie̯ðrə# | #pˌawpjˈerə# | #pˌoːpjˈerə# | #popjɛʁ# {GOLD: #popjɛʁ#}
813    | #pˈɑn̪ɛ# | #pˈãj̃n̪# | #pˈɛ̃j̃n̪# | #pˈɛ̃ː# | #pɛ̃# {GOLD: #pɛ̃#}
814    | #pˌɑn̪ˈɑrʝo# | #pˌãn̪ˈie̯r# | #pˌãn̪jˈer# | #pˌãn̪jˈer# | #pan̪je# {GOLD: #pan̪je#}
815    | #pˌɑn̪n̪ˈɛllo# | #pˌãn̪ˈɛl# | #pˌãn̪e̯ˈaw# | #pˌãn̪ə̯ˈoː# | #pan̪o# {GOLD: #pan̪o#}
816    | #pˈɑn̪n̪o# | #pˈãn̪# | #pˈãn̪# | #pˈãː# | #pɑ̃# {GOLD: #pɑ̃#}
817    | #pˈɑn̪t̪ecɛ# | #pˈãn̪t͡sʲə# | #pˈãn̪sʲə# | #pˈãːsə# | #pɑ̃s# {GOLD: #pɑ̃s#}
818    | #pˌɑpelʝˈon̪ɛ# | #pˌaviʎˈũn̪# | #pˌaviʎˈũn̪# | #pˌaviʎˈũː# | #pavijɔ̃# {GOLD: #pavijɔ̃#}
819    | #pˈɑr# | #pˈeːr# | #pˈer# | #pˈer# | #pɛʁ# {GOLD: #pɛʁ#}
820    | #pˌɑrˈɑβɔlɑ# | #pˌarˈɔlə# | #pˌarˈɔlə# | #pˌarˈɔlə# | #paʁɔl# {GOLD: #paʁɔl#}
821    | #pˌɑrɑβʷɛrˈed̪o# | #pˌaləvrˈejθ# | #pˌaləvrwˈɛ# | #pˌalvrwˈɛ# | #palvʁwa# {GOLD: #paləfʁwa#}
822    | #pˈɑrɛ# | #pˈeːr# | #pˈer# | #pˈer# | #pɛʁ# {GOLD: #pɛʁ#}
823    | #pˌɑrˈɛn̪t̪ɛ# | #pˌarˈɛ̃n̪t̪# | #pˌarˈãn̪t̪# | #pˌarˈãːt̪# | #paʁɑ̃# {GOLD: #paʁɑ̃#}
824    | #pˌɑrɛn̪t̪ˈɑt̪o# | #pˌarẽn̪t̪ˈeːθ# | #pˌarãn̪t̪ˈe# | #pˌarãːt̪ˈe# | #paʁɑ̃t̪e# {GOLD: #paʁɑ̃t̪e#}
825    | #pˈɑrʝɑ# | #pˈajrə# | #pˈɛrə# | #pˈɛrə# | #pɛʁ# {GOLD: #pɛʁ#}
826    | #pˌɑrˈet̪ɛ# | #pˌarˈejθ# | #pˌarwˈɛ# | #pˌarwˈɛ# | #paʁwa# {GOLD: #paʁwa#}
827    | #pˌɑrˈeklɑ# | #pˌarˈeʎə# | #pˌarˈɛʎə# | #pˌarˈɛʎə# | #paʁɛj# {GOLD: #paʁej#}
